JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C1-K1 s6 C1-K2 s7 C1-K3 s8 C1-K4 s9 C2-K1 s10 C2-K2 s11 C2-K3 s12 C2-K4 s13 C3-K1 s14 C3-K2 s15 C3-K3 s16 C3-K4 s17 C4-K1 s18 C4-K2 s19 C4-K3 s20 C4-K4 s21 C5-K1 s22 C5-K2 s23 C5-K3 s24 C5-K4 s25 K1-K2 s26 K1-K3 s27 K1-K4 s28 K2-K3 s29 K2-K4 s30 K3-K4 s31
Aperture: 6, Filter: L, JD: geocentric
2459492.3792477 0.04832 0.00360 -0.34108 0.00504 0.20831 0.00442 0.04477 0.00458 -0.81580 0.00580 -0.59368 0.00482 -0.04429 0.00416 -0.20782 0.00432 -1.06839 0.00561 -0.39606 0.00499 0.15333 0.00436 -0.01021 0.00452 -0.87078 0.00576 -0.06826 0.00534 0.48113 0.00475 0.31760 0.00490 -0.54297 0.00606 0.35487 0.00594 0.90426 0.00542 0.74073 0.00555 -0.11984 0.00659 -0.85753 0.00462 -0.30814 0.00393 -0.47167 0.00411 -1.33224 0.00544 0.54939 0.00485 0.38585 0.00500 -0.47471 0.00614 -0.16353 0.00437 -1.02410 0.00564 -0.86057 0.00576
2459492.3800116 0.04617 0.00360 -0.34377 0.00504 0.20009 0.00442 0.03938 0.00457 -0.81884 0.00580 -0.59978 0.00481 -0.05591 0.00415 -0.21662 0.00432 -1.07484 0.00561 -0.39244 0.00499 0.15143 0.00436 -0.00929 0.00452 -0.86751 0.00576 -0.06193 0.00535 0.48194 0.00477 0.32122 0.00491 -0.53700 0.00607 0.35280 0.00593 0.89667 0.00541 0.73595 0.00554 -0.12227 0.00659 -0.85924 0.00462 -0.31538 0.00393 -0.47609 0.00411 -1.33431 0.00544 0.54387 0.00486 0.38316 0.00500 -0.47507 0.00614 -0.16071 0.00437 -1.01893 0.00565 -0.85822 0.00577
2459492.3807755 0.05140 0.00361 -0.33639 0.00504 0.20295 0.00443 0.04173 0.00458 -0.80709 0.00579 -0.59993 0.00480 -0.06060 0.00415 -0.22181 0.00432 -1.07063 0.00559 -0.38870 0.00499 0.15063 0.00437 -0.01058 0.00453 -0.85940 0.00575 -0.06152 0.00534 0.47782 0.00477 0.31660 0.00491 -0.53222 0.00606 0.35541 0.00593 0.89475 0.00542 0.73354 0.00555 -0.11528 0.00658 -0.85560 0.00462 -0.31627 0.00394 -0.47748 0.00411 -1.32630 0.00543 0.53934 0.00486 0.37813 0.00500 -0.47070 0.00613 -0.16121 0.00438 -1.01003 0.00563 -0.84882 0.00576
2459492.3815394 0.03862 0.00359 -0.34526 0.00502 0.19365 0.00441 0.02598 0.00457 -0.82433 0.00580 -0.59189 0.00480 -0.05298 0.00415 -0.22065 0.00433 -1.07096 0.00561 -0.38162 0.00499 0.15729 0.00437 -0.01038 0.00454 -0.86069 0.00577 -0.05922 0.00533 0.47969 0.00476 0.31202 0.00491 -0.53829 0.00607 0.35428 0.00592 0.89319 0.00540 0.72552 0.00554 -0.12479 0.00659 -0.85457 0.00461 -0.31566 0.00393 -0.48333 0.00411 -1.33364 0.00544 0.53891 0.00485 0.37124 0.00500 -0.47907 0.00614 -0.16767 0.00438 -1.01797 0.00564 -0.85031 0.00577
2459492.3823032 0.04894 0.00360 -0.34015 0.00504 0.20743 0.00442 0.04070 0.00458 -0.81938 0.00581 -0.59463 0.00481 -0.04705 0.00415 -0.21378 0.00433 -1.07386 0.00562 -0.39417 0.00499 0.15342 0.00436 -0.01331 0.00452 -0.87340 0.00577 -0.06626 0.00534 0.48133 0.00476 0.31460 0.00491 -0.54549 0.00608 0.35819 0.00594 0.90577 0.00542 0.73904 0.00556 -0.12104 0.00661 -0.85906 0.00462 -0.31148 0.00393 -0.47821 0.00411 -1.33829 0.00545 0.54758 0.00485 0.38085 0.00500 -0.47923 0.00615 -0.16673 0.00437 -1.02681 0.00565 -0.86008 0.00578
2459492.3830556 0.04134 0.00360 -0.34196 0.00503 0.19879 0.00442 0.03291 0.00458 -0.81488 0.00580 -0.59276 0.00481 -0.05202 0.00416 -0.21789 0.00433 -1.06568 0.00560 -0.38617 0.00499 0.15458 0.00437 -0.01130 0.00453 -0.85909 0.00576 -0.06094 0.00534 0.47980 0.00477 0.31393 0.00492 -0.53386 0.00607 0.36801 0.00595 0.90875 0.00544 0.74288 0.00557 -0.10491 0.00661 -0.85270 0.00462 -0.31196 0.00394 -0.47783 0.00412 -1.32563 0.00544 0.54074 0.00485 0.37487 0.00500 -0.47292 0.00614 -0.16587 0.00438 -1.01367 0.00564 -0.84779 0.00577
2459492.3838194 0.04088 0.00359 -0.34450 0.00503 0.19605 0.00442 0.03179 0.00458 -0.81565 0.00579 -0.59502 0.00481 -0.05448 0.00416 -0.21874 0.00433 -1.06618 0.00560 -0.39136 0.00499 0.14918 0.00437 -0.01508 0.00453 -0.86252 0.00575 -0.06504 0.00534 0.47550 0.00476 0.31124 0.00491 -0.53620 0.00606 0.35365 0.00593 0.89420 0.00541 0.72994 0.00555 -0.11750 0.00658 -0.84759 0.00462 -0.30704 0.00394 -0.47130 0.00412 -1.31874 0.00544 0.54055 0.00486 0.37629 0.00500 -0.47115 0.00613 -0.16426 0.00438 -1.01170 0.00564 -0.84744 0.00576
2459492.3845949 0.04484 0.00360 -0.34276 0.00504 0.19867 0.00442 0.03356 0.00458 -0.81197 0.00579 -0.59327 0.00481 -0.05183 0.00416 -0.21695 0.00433 -1.06248 0.00559 -0.39498 0.00498 0.14646 0.00436 -0.01865 0.00453 -0.86418 0.00575 -0.06394 0.00534 0.47749 0.00476 0.31238 0.00491 -0.53315 0.00606 0.35569 0.00593 0.89713 0.00542 0.73202 0.00556 -0.11352 0.00659 -0.85507 0.00462 -0.31363 0.00394 -0.47875 0.00412 -1.32428 0.00543 0.54144 0.00486 0.37632 0.00500 -0.46921 0.00613 -0.16511 0.00438 -1.01065 0.00563 -0.84553 0.00576
2459492.3853472 99.99999 9.99999 -0.34022 0.00502 0.19481 0.00442 0.03204 0.00458 -0.81357 0.00579 -0.59173 0.00480 -0.05670 0.00416 -0.21946 0.00433 -1.06507 0.00559 -0.38347 0.00498 0.15156 0.00437 -0.01121 0.00453 -0.85682 0.00575 -0.05815 0.00533 0.47688 0.00476 0.31411 0.00491 -0.53150 0.00606 0.35939 0.00592 0.89442 0.00542 0.73166 0.00555 -0.11395 0.00659 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.53503 0.00485 0.37227 0.00499 -0.47335 0.00612 -0.16276 0.00438 -1.00838 0.00564 -0.84561 0.00576
2459492.3861111 0.04228 0.00360 -0.34864 0.00504 0.19939 0.00442 0.03792 0.00457 -0.82003 0.00580 -0.59878 0.00482 -0.05076 0.00416 -0.21222 0.00432 -1.07018 0.00561 -0.39042 0.00500 0.15761 0.00437 -0.00386 0.00453 -0.86181 0.00577 -0.07074 0.00534 0.47729 0.00476 0.31582 0.00490 -0.54213 0.00607 0.35469 0.00595 0.90272 0.00542 0.74126 0.00555 -0.11670 0.00660 -0.86087 0.00462 -0.31284 0.00393 -0.47431 0.00411 -1.33226 0.00544 0.54803 0.00486 0.38656 0.00500 -0.47140 0.00615 -0.16147 0.00437 -1.01942 0.00565 -0.85796 0.00577
2459492.3868750 0.04503 0.00360 -0.33906 0.00503 0.19943 0.00442 0.03993 0.00457 -0.81628 0.00580 -0.59648 0.00480 -0.05798 0.00415 -0.21748 0.00432 -1.07369 0.00561 -0.38482 0.00498 0.15367 0.00437 -0.00583 0.00453 -0.86204 0.00577 -0.06001 0.00533 0.47848 0.00476 0.31898 0.00491 -0.53723 0.00607 0.35940 0.00593 0.89789 0.00542 0.73839 0.00555 -0.11782 0.00660 -0.85086 0.00461 -0.31237 0.00394 -0.47187 0.00411 -1.32808 0.00545 0.53849 0.00485 0.37899 0.00499 -0.47722 0.00614 -0.15950 0.00438 -1.01571 0.00565 -0.85621 0.00577
2459492.3876505 0.04795 0.00360 -0.34085 0.00504 0.20450 0.00442 0.03961 0.00458 -0.82008 0.00582 -0.59767 0.00481 -0.05232 0.00416 -0.21720 0.00433 -1.07690 0.00562 -0.38946 0.00500 0.15589 0.00437 -0.00900 0.00453 -0.86869 0.00578 -0.06582 0.00535 0.47953 0.00476 0.31465 0.00491 -0.54505 0.00608 0.35538 0.00594 0.90073 0.00542 0.73584 0.00555 -0.12385 0.00661 -0.85810 0.00462 -0.31274 0.00393 -0.47763 0.00411 -1.33732 0.00546 0.54535 0.00486 0.38047 0.00501 -0.47923 0.00616 -0.16488 0.00438 -1.02458 0.00566 -0.85969 0.00578
2459492.3884028 0.04643 0.00360 -0.34155 0.00503 0.19677 0.00442 0.03627 0.00458 -0.81303 0.00580 -0.59693 0.00480 -0.05861 0.00416 -0.21912 0.00433 -1.06841 0.00560 -0.38646 0.00499 0.15186 0.00437 -0.00864 0.00453 -0.85794 0.00576 -0.06644 0.00534 0.47188 0.00476 0.31137 0.00491 -0.53792 0.00606 0.35697 0.00593 0.89529 0.00542 0.73478 0.00555 -0.11451 0.00659 -0.85816 0.00461 -0.31984 0.00394 -0.48035 0.00411 -1.32964 0.00543 0.53832 0.00485 0.37781 0.00500 -0.47148 0.00613 -0.16051 0.00438 -1.00980 0.00564 -0.84929 0.00576
2459492.3891667 0.03896 0.00359 -0.35008 0.00504 0.19105 0.00442 0.03222 0.00457 -0.82134 0.00579 -0.59463 0.00481 -0.05350 0.00417 -0.21233 0.00433 -1.06589 0.00560 -0.39488 0.00499 0.14625 0.00437 -0.01258 0.00453 -0.86614 0.00575 -0.06687 0.00534 0.47426 0.00477 0.31543 0.00491 -0.53812 0.00606 0.35595 0.00594 0.89708 0.00543 0.73825 0.00556 -0.11531 0.00660 -0.85741 0.00462 -0.31628 0.00394 -0.47511 0.00411 -1.32867 0.00544 0.54113 0.00486 0.38230 0.00500 -0.47125 0.00614 -0.15883 0.00438 -1.01238 0.00564 -0.85355 0.00577
2459492.3899190 0.04886 0.00361 -0.34415 0.00506 0.20781 0.00443 0.03871 0.00459 -0.81311 0.00582 -0.60295 0.00482 -0.05099 0.00416 -0.22009 0.00433 -1.07191 0.00561 -0.39272 0.00501 0.15923 0.00437 -0.00987 0.00454 -0.86169 0.00578 -0.07076 0.00536 0.48120 0.00476 0.31210 0.00492 -0.53972 0.00608 0.35249 0.00595 0.90444 0.00543 0.73534 0.00556 -0.11648 0.00661 -0.86215 0.00463 -0.31019 0.00393 -0.47929 0.00412 -1.33111 0.00545 0.55196 0.00487 0.38286 0.00502 -0.46896 0.00616 -0.16910 0.00438 -1.02092 0.00565 -0.85182 0.00578
2459492.3906829 0.04359 0.00361 -0.34197 0.00505 0.20235 0.00443 0.03695 0.00459 -0.81692 0.00582 -0.59120 0.00482 -0.04688 0.00417 -0.21228 0.00434 -1.06615 0.00563 -0.38975 0.00500 0.15456 0.00437 -0.01084 0.00454 -0.86470 0.00578 -0.06584 0.00535 0.47848 0.00477 0.31308 0.00492 -0.54079 0.00608 0.36229 0.00596 0.90661 0.00544 0.74121 0.00557 -0.11266 0.00662 -0.85471 0.00463 -0.31040 0.00394 -0.47580 0.00412 -1.32966 0.00546 0.54432 0.00486 0.37892 0.00501 -0.47495 0.00616 -0.16540 0.00439 -1.01927 0.00566 -0.85387 0.00579
2459492.3914468 0.04904 0.00361 -0.33984 0.00505 0.21111 0.00443 0.04258 0.00459 -0.81371 0.00582 -0.59827 0.00482 -0.04732 0.00416 -0.21586 0.00433 -1.07214 0.00562 -0.39607 0.00500 0.15488 0.00436 -0.01366 0.00453 -0.86994 0.00577 -0.06408 0.00535 0.48687 0.00477 0.31833 0.00492 -0.53795 0.00609 0.36100 0.00596 0.91195 0.00544 0.74342 0.00557 -0.11286 0.00662 -0.85623 0.00463 -0.30528 0.00394 -0.47381 0.00412 -1.33010 0.00546 0.55095 0.00486 0.38242 0.00501 -0.47387 0.00616 -0.16853 0.00438 -1.02482 0.00565 -0.85628 0.00578
2459492.3921991 0.04404 0.00361 -0.34763 0.00505 0.20305 0.00443 0.05003 0.00458 -0.81209 0.00581 -0.60305 0.00482 -0.05237 0.00416 -0.20539 0.00432 -1.06752 0.00561 -0.38997 0.00501 0.16071 0.00438 0.00769 0.00453 -0.85444 0.00577 -0.06960 0.00535 0.48108 0.00477 0.32807 0.00491 -0.53406 0.00607 0.35384 0.00595 0.90452 0.00543 0.75150 0.00556 -0.11063 0.00661 -0.86051 0.00463 -0.30983 0.00394 -0.46284 0.00411 -1.32497 0.00545 0.55068 0.00487 0.39766 0.00501 -0.46446 0.00615 -0.15302 0.00437 -1.01514 0.00565 -0.86213 0.00577
2459492.3929745 0.04540 0.00361 -0.34005 0.00505 0.20322 0.00443 0.03941 0.00459 -0.81400 0.00582 -0.59758 0.00482 -0.05431 0.00416 -0.21811 0.00433 -1.07152 0.00562 -0.38385 0.00501 0.15943 0.00438 -0.00438 0.00455 -0.85779 0.00578 -0.06342 0.00535 0.47985 0.00477 0.31604 0.00492 -0.53737 0.00608 0.35805 0.00595 0.90132 0.00544 0.73752 0.00557 -0.11589 0.00661 -0.85296 0.00463 -0.30969 0.00395 -0.47349 0.00412 -1.32690 0.00546 0.54327 0.00487 0.37947 0.00501 -0.47394 0.00615 -0.16381 0.00439 -1.01722 0.00566 -0.85341 0.00578
2459492.3937384 0.04619 0.00362 -0.34409 0.00506 0.20257 0.00444 0.03457 0.00460 -0.81028 0.00582 -0.59865 0.00483 -0.05199 0.00418 -0.21998 0.00435 -1.06484 0.00562 -0.39507 0.00501 0.15159 0.00438 -0.01641 0.00455 -0.86126 0.00578 -0.06365 0.00537 0.48301 0.00479 0.31502 0.00494 -0.52984 0.00609 0.35583 0.00597 0.90249 0.00545 0.73449 0.00558 -0.11036 0.00662 -0.85967 0.00464 -0.31301 0.00395 -0.48101 0.00413 -1.32586 0.00546 0.54666 0.00488 0.37867 0.00503 -0.46619 0.00616 -0.16800 0.00440 -1.01285 0.00566 -0.84486 0.00579
2459492.3945023 0.04756 0.00361 -0.34102 0.00505 0.20084 0.00443 0.03770 0.00460 -0.81828 0.00583 -0.59934 0.00482 -0.05748 0.00417 -0.22062 0.00434 -1.07661 0.00563 -0.38671 0.00501 0.15515 0.00438 -0.00799 0.00454 -0.86398 0.00579 -0.07090 0.00535 0.47095 0.00477 0.30782 0.00492 -0.54817 0.00609 0.36018 0.00596 0.90204 0.00544 0.73890 0.00557 -0.11709 0.00662 -0.85693 0.00463 -0.31507 0.00395 -0.47821 0.00413 -1.33420 0.00546 0.54186 0.00487 0.37872 0.00502 -0.47727 0.00616 -0.16314 0.00439 -1.01913 0.00567 -0.85599 0.00580
2459492.3952546 0.04694 0.00361 -0.34166 0.00505 0.20291 0.00443 0.04090 0.00459 -0.81854 0.00583 -0.59981 0.00482 -0.05525 0.00417 -0.21725 0.00433 -1.07670 0.00563 -0.39287 0.00500 0.15169 0.00438 -0.01031 0.00454 -0.86976 0.00579 -0.06665 0.00535 0.47792 0.00477 0.31591 0.00492 -0.54354 0.00609 0.36412 0.00597 0.90868 0.00545 0.74668 0.00558 -0.11277 0.00664 -0.85597 0.00463 -0.31140 0.00395 -0.47341 0.00412 -1.33285 0.00547 0.54457 0.00487 0.38256 0.00501 -0.47689 0.00617 -0.16200 0.00439 -1.02145 0.00567 -0.85945 0.00579
2459492.3960301 0.03789 0.00361 -0.34998 0.00506 0.19524 0.00443 0.03543 0.00459 -0.82112 0.00582 -0.59569 0.00483 -0.05047 0.00418 -0.21027 0.00434 -1.06683 0.00563 -0.38701 0.00502 0.15820 0.00439 -0.00160 0.00455 -0.85816 0.00579 -0.06267 0.00537 0.48254 0.00479 0.32274 0.00493 -0.53382 0.00610 0.35280 0.00596 0.89802 0.00544 0.73822 0.00557 -0.11834 0.00662 -0.85890 0.00464 -0.31369 0.00395 -0.47349 0.00412 -1.33005 0.00546 0.54522 0.00488 0.38542 0.00502 -0.47114 0.00617 -0.15980 0.00439 -1.01636 0.00567 -0.85656 0.00579
2459492.3967940 0.04236 0.00361 -0.34782 0.00505 0.19754 0.00443 0.02982 0.00459 -0.82056 0.00582 -0.60293 0.00482 -0.05757 0.00417 -0.22530 0.00434 -1.07567 0.00562 -0.39015 0.00501 0.15521 0.00438 -0.01252 0.00455 -0.86289 0.00579 -0.06889 0.00536 0.47647 0.00477 0.30875 0.00493 -0.54163 0.00609 0.35540 0.00596 0.90076 0.00544 0.73303 0.00558 -0.11734 0.00662 -0.85648 0.00464 -0.31112 0.00395 -0.47884 0.00413 -1.32922 0.00547 0.54536 0.00487 0.37763 0.00502 -0.47274 0.00617 -0.16772 0.00440 -1.01810 0.00567 -0.85037 0.00580
2459492.3975579 0.04600 0.00361 -0.33892 0.00505 0.20353 0.00443 0.03880 0.00459 -0.82104 0.00583 -0.59506 0.00482 -0.05262 0.00417 -0.21735 0.00434 -1.07718 0.00563 -0.38604 0.00501 0.15641 0.00438 -0.00833 0.00454 -0.86816 0.00579 -0.06009 0.00536 0.48235 0.00478 0.31762 0.00493 -0.54221 0.00610 0.35982 0.00595 0.90227 0.00544 0.73753 0.00557 -0.12230 0.00663 -0.85398 0.00463 -0.31154 0.00394 -0.47627 0.00412 -1.33610 0.00547 0.54245 0.00487 0.37771 0.00501 -0.48212 0.00617 -0.16473 0.00439 -1.02457 0.00567 -0.85983 0.00580
2459492.3983218 0.04072 0.00361 -0.34678 0.00506 0.19433 0.00444 0.02912 0.00460 -0.82422 0.00584 -0.59680 0.00483 -0.05570 0.00418 -0.22090 0.00435 -1.07424 0.00564 -0.38888 0.00502 0.15223 0.00439 -0.01298 0.00456 -0.86632 0.00580 -0.06664 0.00537 0.47446 0.00479 0.30926 0.00494 -0.54408 0.00611 0.36033 0.00597 0.90143 0.00546 0.73623 0.00559 -0.11711 0.00664 -0.85613 0.00464 -0.31503 0.00396 -0.48023 0.00414 -1.33357 0.00548 0.54110 0.00488 0.37590 0.00503 -0.47744 0.00618 -0.16520 0.00441 -1.01854 0.00569 -0.85334 0.00581
2459492.3997569 0.04452 0.00362 -0.34493 0.00507 0.20042 0.00444 0.03530 0.00461 -0.81574 0.00583 -0.59846 0.00484 -0.05311 0.00418 -0.21824 0.00435 -1.06928 0.00564 -0.38725 0.00503 0.15810 0.00440 -0.00702 0.00456 -0.85806 0.00580 -0.06825 0.00537 0.47709 0.00479 0.31197 0.00494 -0.53907 0.00610 0.35104 0.00597 0.89638 0.00545 0.73126 0.00558 -0.11978 0.00663 -0.85840 0.00465 -0.31305 0.00396 -0.47818 0.00414 -1.32922 0.00547 0.54535 0.00489 0.38022 0.00503 -0.47082 0.00618 -0.16512 0.00441 -1.01616 0.00568 -0.85104 0.00580
2459492.4005208 0.04162 0.00362 -0.34693 0.00507 0.19794 0.00444 0.03331 0.00461 -0.81926 0.00584 -0.60147 0.00484 -0.05661 0.00418 -0.22124 0.00435 -1.07381 0.00564 -0.38550 0.00503 0.15937 0.00440 -0.00526 0.00457 -0.85783 0.00580 -0.06967 0.00538 0.47519 0.00479 0.31057 0.00494 -0.54200 0.00610 0.35550 0.00598 0.90036 0.00546 0.73573 0.00559 -0.11684 0.00664 -0.85502 0.00465 -0.31016 0.00396 -0.47479 0.00414 -1.32736 0.00548 0.54486 0.00489 0.38024 0.00504 -0.47233 0.00618 -0.16463 0.00441 -1.01720 0.00568 -0.85257 0.00581
2459492.4012731 0.04036 0.00362 -0.34638 0.00506 0.19410 0.00444 0.03057 0.00461 -0.81638 0.00582 -0.59329 0.00484 -0.05281 0.00419 -0.21634 0.00436 -1.06329 0.00563 -0.39123 0.00502 0.14925 0.00439 -0.01428 0.00456 -0.86123 0.00579 -0.05821 0.00538 0.48226 0.00480 0.31874 0.00495 -0.52822 0.00610 0.35696 0.00597 0.89743 0.00545 0.73390 0.00559 -0.11305 0.00663 -0.85786 0.00464 -0.31739 0.00396 -0.48092 0.00414 -1.32787 0.00546 0.54047 0.00489 0.37695 0.00503 -0.47001 0.00617 -0.16353 0.00441 -1.01048 0.00567 -0.84696 0.00580
2459492.4020370 0.04288 0.00361 -0.34749 0.00506 0.20176 0.00444 0.03320 0.00460 -0.81892 0.00584 -0.59821 0.00484 -0.04897 0.00418 -0.21752 0.00435 -1.06965 0.00564 -0.39149 0.00502 0.15775 0.00439 -0.01080 0.00455 -0.86293 0.00580 -0.06356 0.00538 0.48568 0.00479 0.31713 0.00494 -0.53500 0.00611 0.35164 0.00597 0.90088 0.00544 0.73232 0.00558 -0.11980 0.00663 -0.86129 0.00464 -0.31205 0.00395 -0.48061 0.00413 -1.33273 0.00548 0.54924 0.00488 0.38069 0.00503 -0.47143 0.00618 -0.16856 0.00440 -1.02068 0.00568 -0.85212 0.00581
2459492.4028009 0.03660 0.00361 -0.35070 0.00506 0.19404 0.00444 0.02391 0.00461 -0.82142 0.00583 -0.59715 0.00484 -0.05241 0.00418 -0.22255 0.00436 -1.06788 0.00564 -0.38645 0.00503 0.15829 0.00440 -0.01185 0.00457 -0.85718 0.00580 -0.06449 0.00537 0.48025 0.00479 0.31011 0.00495 -0.53522 0.00610 0.35710 0.00597 0.90184 0.00545 0.73171 0.00559 -0.11363 0.00664 -0.85678 0.00465 -0.31204 0.00396 -0.48217 0.00415 -1.32750 0.00547 0.54474 0.00488 0.37461 0.00504 -0.47072 0.00618 -0.17013 0.00441 -1.01547 0.00568 -0.84533 0.00581
2459492.4035648 0.04233 0.00362 -0.35001 0.00508 0.20088 0.00444 0.03689 0.00460 -0.82304 0.00584 -0.60164 0.00485 -0.05075 0.00418 -0.21473 0.00435 -1.07467 0.00565 -0.39324 0.00503 0.15765 0.00440 -0.00633 0.00456 -0.86627 0.00581 -0.06826 0.00538 0.48263 0.00479 0.31865 0.00494 -0.54129 0.00611 0.35623 0.00599 0.90712 0.00547 0.74313 0.00560 -0.11680 0.00665 -0.86311 0.00466 -0.31222 0.00396 -0.47621 0.00413 -1.33615 0.00548 0.55089 0.00489 0.38690 0.00504 -0.47303 0.00619 -0.16399 0.00440 -1.02393 0.00569 -0.85994 0.00581
2459492.4043171 0.04282 0.00362 -0.34404 0.00507 0.19903 0.00445 0.03166 0.00461 -0.82188 0.00585 -0.59576 0.00484 -0.05269 0.00419 -0.22006 0.00436 -1.07360 0.00565 -0.38712 0.00503 0.15595 0.00440 -0.01142 0.00457 -0.86496 0.00581 -0.05937 0.00538 0.48370 0.00480 0.31633 0.00496 -0.53721 0.00612 0.35651 0.00597 0.89957 0.00546 0.73220 0.00559 -0.12133 0.00664 -0.85828 0.00465 -0.31522 0.00396 -0.48259 0.00414 -1.33612 0.00548 0.54306 0.00489 0.37569 0.00504 -0.47784 0.00619 -0.16737 0.00441 -1.02091 0.00569 -0.85354 0.00582
2459492.4050810 0.04197 0.00362 -0.34531 0.00507 0.19778 0.00445 0.03238 0.00461 -0.81395 0.00583 -0.59805 0.00484 -0.05496 0.00419 -0.22036 0.00436 -1.06670 0.00563 -0.38912 0.00503 0.15398 0.00440 -0.01143 0.00456 -0.85776 0.00579 -0.06144 0.00538 0.48166 0.00480 0.31625 0.00495 -0.53008 0.00610 0.35860 0.00598 0.90169 0.00546 0.73629 0.00560 -0.11005 0.00664 -0.85625 0.00465 -0.31316 0.00396 -0.47856 0.00414 -1.32489 0.00547 0.54309 0.00489 0.37769 0.00504 -0.46865 0.00617 -0.16540 0.00441 -1.01174 0.00567 -0.84634 0.00580
2459492.4058449 0.04185 0.00362 -0.35125 0.00507 0.19850 0.00444 0.02947 0.00461 -0.82125 0.00584 -0.59958 0.00485 -0.04983 0.00418 -0.21886 0.00436 -1.06957 0.00565 -0.39516 0.00503 0.15458 0.00439 -0.01445 0.00456 -0.86516 0.00580 -0.06833 0.00538 0.48141 0.00479 0.31238 0.00495 -0.53833 0.00611 0.34729 0.00597 0.89704 0.00545 0.72801 0.00558 -0.12271 0.00664 -0.86298 0.00465 -0.31324 0.00396 -0.48227 0.00414 -1.33298 0.00548 0.54975 0.00489 0.38072 0.00504 -0.47000 0.00619 -0.16903 0.00441 -1.01974 0.00568 -0.85071 0.00581
2459492.4066088 0.04209 0.00362 -0.34514 0.00507 0.20359 0.00444 0.03811 0.00461 -0.81950 0.00584 -0.59485 0.00485 -0.04612 0.00418 -0.21160 0.00436 -1.06921 0.00565 -0.39171 0.00503 0.15703 0.00439 -0.00845 0.00456 -0.86606 0.00580 -0.06522 0.00538 0.48352 0.00479 0.31803 0.00494 -0.53958 0.00611 0.35983 0.00599 0.90857 0.00546 0.74308 0.00560 -0.11453 0.00665 -0.85550 0.00465 -0.30677 0.00396 -0.47225 0.00414 -1.32986 0.00548 0.54874 0.00489 0.38325 0.00504 -0.47436 0.00619 -0.16548 0.00440 -1.02309 0.00568 -0.85761 0.00581
2459492.4073611 0.03902 0.00362 -0.35797 0.00508 0.19572 0.00444 0.02941 0.00461 -0.82919 0.00585 -0.60647 0.00486 -0.05278 0.00419 -0.21909 0.00436 -1.07769 0.00566 -0.39295 0.00505 0.16075 0.00440 -0.00556 0.00457 -0.86417 0.00582 -0.07716 0.00539 0.47654 0.00479 0.31023 0.00494 -0.54837 0.00612 0.35245 0.00600 0.90615 0.00547 0.73984 0.00560 -0.11877 0.00666 -0.86903 0.00466 -0.31533 0.00396 -0.48165 0.00414 -1.34025 0.00549 0.55370 0.00490 0.38738 0.00505 -0.47122 0.00621 -0.16631 0.00441 -1.02491 0.00570 -0.85860 0.00583
2459492.4081250 0.04619 0.00363 -0.34390 0.00508 0.20080 0.00446 0.03376 0.00462 -0.81657 0.00585 -0.59417 0.00485 -0.04947 0.00420 -0.21650 0.00437 -1.06684 0.00565 -0.39220 0.00503 0.15250 0.00440 -0.01454 0.00457 -0.86487 0.00581 -0.07127 0.00538 0.47343 0.00480 0.30640 0.00495 -0.54394 0.00611 0.35397 0.00598 0.89867 0.00546 0.73164 0.00560 -0.11870 0.00665 -0.86018 0.00466 -0.31548 0.00397 -0.48251 0.00415 -1.33284 0.00548 0.54470 0.00490 0.37767 0.00505 -0.47267 0.00619 -0.16703 0.00442 -1.01737 0.00569 -0.85033 0.00582
2459492.4088889 0.04347 0.00363 -0.34330 0.00508 0.20383 0.00445 0.03312 0.00462 -0.81929 0.00586 -0.59189 0.00485 -0.04476 0.00419 -0.21547 0.00437 -1.06788 0.00567 -0.39237 0.00503 0.15476 0.00440 -0.01594 0.00457 -0.86836 0.00582 -0.05931 0.00539 0.48782 0.00481 0.31711 0.00496 -0.53530 0.00613 0.35467 0.00598 0.90180 0.00546 0.73110 0.00560 -0.12132 0.00666 -0.85707 0.00466 -0.30994 0.00396 -0.48064 0.00415 -1.33306 0.00550 0.54713 0.00489 0.37643 0.00505 -0.47599 0.00620 -0.17071 0.00442 -1.02312 0.00570 -0.85241 0.00583
2459492.4096412 0.04410 0.00363 -0.34616 0.00508 0.20176 0.00445 0.03855 0.00461 -0.81919 0.00585 -0.59588 0.00485 -0.04796 0.00419 -0.21117 0.00436 -1.06891 0.00566 -0.39689 0.00503 0.15103 0.00440 -0.01218 0.00456 -0.86992 0.00581 -0.06471 0.00539 0.48321 0.00480 0.32000 0.00495 -0.53774 0.00613 0.35056 0.00598 0.89848 0.00546 0.73527 0.00559 -0.12247 0.00665 -0.85835 0.00466 -0.31043 0.00397 -0.47364 0.00415 -1.33138 0.00549 0.54792 0.00490 0.38471 0.00504 -0.47303 0.00620 -0.16321 0.00441 -1.02095 0.00570 -0.85774 0.00582
