JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 C1-K1 s5 C1-K2 s6 C1-K3 s7 C2-K1 s8 C2-K2 s9 C2-K3 s10 C3-K1 s11 C3-K2 s12 C3-K3 s13 K1-K2 s14 K1-K3 s15 K2-K3 s16
Aperture: 6, Filter: L, JD: geocentric
2459543.4918981 0.55686 0.00931 1.16677 0.00958 0.70795 0.01020 0.09433 0.01161 1.26194 0.00996 0.80312 0.01056 0.18950 0.01193 0.95317 0.00880 0.49435 0.00948 -0.11927 0.01098 0.01948 0.00657 -0.43934 0.00745 -1.05296 0.00929 -0.45882 0.00741 -1.07244 0.00926 -0.61362 0.00990
2459543.4926505 0.56691 0.00929 1.18014 0.00956 0.71515 0.01018 0.10800 0.01154 1.25754 0.00983 0.79254 0.01043 0.18540 0.01176 0.95810 0.00875 0.49310 0.00942 -0.11404 0.01087 0.02460 0.00653 -0.44040 0.00741 -1.04754 0.00919 -0.46500 0.00737 -1.07214 0.00915 -0.60714 0.00980
2459543.4934144 0.57381 0.00931 1.17395 0.00958 0.71782 0.01021 0.10786 0.01160 1.24600 0.00990 0.78987 0.01050 0.17990 0.01186 0.95279 0.00880 0.49665 0.00947 -0.11331 0.01096 0.00775 0.00654 -0.44839 0.00742 -1.05835 0.00925 -0.45614 0.00741 -1.06610 0.00923 -0.60996 0.00988
2459543.4941667 0.56990 0.00940 1.17134 0.00966 0.71415 0.01028 0.11204 0.01165 1.24498 0.00992 0.78778 0.01053 0.18568 0.01186 0.95604 0.00890 0.49884 0.00957 -0.10326 0.01102 0.00896 0.00658 -0.44823 0.00746 -1.05034 0.00925 -0.45720 0.00743 -1.05931 0.00923 -0.60211 0.00987
2459543.4949306 0.56694 0.00934 1.16829 0.00960 0.72231 0.01022 0.10875 0.01158 1.24737 0.00994 0.80138 0.01054 0.18782 0.01186 0.95782 0.00885 0.51184 0.00951 -0.10172 0.01096 0.00730 0.00658 -0.43869 0.00745 -1.05225 0.00923 -0.44599 0.00742 -1.05955 0.00920 -0.61356 0.00985
2459543.4956944 0.57653 0.00937 1.18026 0.00964 0.71939 0.01026 0.10526 0.01165 1.25898 0.00998 0.79811 0.01059 0.18397 0.01194 0.95886 0.00882 0.49799 0.00950 -0.11614 0.01098 0.00731 0.00656 -0.45356 0.00744 -1.06769 0.00926 -0.46087 0.00744 -1.07500 0.00926 -0.61414 0.00991
2459543.4964468 0.58384 0.00937 1.18292 0.00964 0.72998 0.01025 0.13059 0.01160 1.24337 0.00993 0.79043 0.01052 0.19105 0.01184 0.94719 0.00879 0.49425 0.00945 -0.10513 0.01090 0.00908 0.00657 -0.44386 0.00743 -1.04324 0.00921 -0.45294 0.00741 -1.05232 0.00919 -0.59938 0.00983
2459543.4972106 0.57491 0.00941 1.17785 0.00967 0.72888 0.01027 0.11180 0.01168 1.24980 0.00997 0.80083 0.01055 0.18376 0.01193 0.95299 0.00886 0.50403 0.00951 -0.11305 0.01102 0.01129 0.00659 -0.43768 0.00744 -1.05475 0.00929 -0.44897 0.00740 -1.06604 0.00926 -0.61708 0.00988
2459543.4979630 0.57100 0.00938 1.17401 0.00965 0.71520 0.01028 0.10555 0.01167 1.25819 0.00991 0.79938 0.01053 0.18973 0.01188 0.95238 0.00876 0.49358 0.00946 -0.11608 0.01095 0.00900 0.00654 -0.44980 0.00745 -1.05946 0.00927 -0.45881 0.00742 -1.06846 0.00925 -0.60965 0.00991
2459543.4987269 0.57083 0.00931 1.17152 0.00959 0.71215 0.01019 0.11624 0.01154 1.25173 0.00995 0.79236 0.01053 0.19645 0.01185 0.95067 0.00880 0.49131 0.00946 -0.10461 0.01090 0.00774 0.00655 -0.45162 0.00741 -1.04754 0.00918 -0.45936 0.00740 -1.05528 0.00918 -0.59592 0.00981
2459543.4994792 0.58264 0.00939 1.17785 0.00967 0.71905 0.01029 0.10972 0.01164 1.23655 0.00988 0.77775 0.01049 0.16842 0.01181 0.94768 0.00877 0.48888 0.00945 -0.12045 0.01090 0.00433 0.00656 -0.45447 0.00745 -1.06380 0.00922 -0.45880 0.00744 -1.06813 0.00922 -0.60933 0.00987
2459543.5002431 0.58056 0.00946 1.19466 0.00972 0.73676 0.01032 0.13226 0.01170 1.25756 0.00992 0.79966 0.01052 0.19516 0.01187 0.96273 0.00882 0.50483 0.00948 -0.09967 0.01096 0.02415 0.00657 -0.43376 0.00744 -1.03826 0.00925 -0.45790 0.00739 -1.06240 0.00922 -0.60450 0.00986
2459543.5016898 0.58254 0.00944 1.18888 0.00970 0.73122 0.01033 0.11751 0.01170 1.25185 0.00991 0.79419 0.01053 0.18047 0.01188 0.95580 0.00881 0.49814 0.00949 -0.11558 0.01098 0.01538 0.00657 -0.44227 0.00746 -1.05599 0.00928 -0.45766 0.00742 -1.07137 0.00924 -0.61372 0.00990
2459543.5024537 0.57600 0.00940 1.18804 0.00966 0.73093 0.01028 0.12365 0.01165 1.26186 0.01004 0.80474 0.01064 0.19747 0.01196 0.96416 0.00883 0.50705 0.00951 -0.10022 0.01097 0.01859 0.00659 -0.43852 0.00748 -1.04580 0.00926 -0.45711 0.00744 -1.06438 0.00923 -0.60727 0.00989
2459543.5032060 0.57517 0.00944 1.18745 0.00970 0.72857 0.01031 0.12983 0.01167 1.26463 0.01000 0.80575 0.01060 0.20701 0.01192 0.96606 0.00886 0.50717 0.00953 -0.09157 0.01098 0.01734 0.00658 -0.44154 0.00746 -1.04028 0.00925 -0.45889 0.00742 -1.05762 0.00921 -0.59873 0.00986
2459543.5039699 0.58789 0.00945 1.18970 0.00972 0.74322 0.01031 0.13519 0.01166 1.24946 0.00990 0.80298 0.01048 0.19495 0.01181 0.95342 0.00885 0.50695 0.00949 -0.10108 0.01095 0.00926 0.00656 -0.43722 0.00741 -1.04524 0.00920 -0.44648 0.00740 -1.05450 0.00919 -0.60803 0.00981
2459543.5047338 0.57933 0.00937 1.18126 0.00966 0.72936 0.01025 0.12614 0.01165 1.24832 0.00985 0.79642 0.01043 0.19320 0.01181 0.94850 0.00877 0.49660 0.00942 -0.10662 0.01093 0.01191 0.00656 -0.43999 0.00741 -1.04321 0.00925 -0.45190 0.00739 -1.05512 0.00924 -0.60322 0.00986
2459543.5054977 0.58827 0.00942 1.19769 0.00968 0.73333 0.01029 0.13160 0.01167 1.24856 0.00996 0.78420 0.01056 0.18247 0.01191 0.96446 0.00882 0.50010 0.00949 -0.10163 0.01097 0.01817 0.00655 -0.44619 0.00743 -1.04792 0.00925 -0.46436 0.00740 -1.06609 0.00922 -0.60173 0.00987
2459543.5062500 0.58066 0.00936 1.18565 0.00962 0.73360 0.01022 0.13023 0.01157 1.25453 0.00995 0.80248 0.01054 0.19911 0.01185 0.96266 0.00882 0.51061 0.00947 -0.09276 0.01091 0.00933 0.00654 -0.44273 0.00740 -1.04609 0.00917 -0.45205 0.00739 -1.05542 0.00916 -0.60337 0.00980
2459543.5070139 0.58404 0.00935 1.19648 0.00960 0.73958 0.01022 0.13199 0.01157 1.26671 0.00999 0.80981 0.01058 0.20222 0.01190 0.95262 0.00874 0.49572 0.00941 -0.11187 0.01087 0.02261 0.00655 -0.43430 0.00743 -1.04189 0.00920 -0.45691 0.00738 -1.06449 0.00916 -0.60759 0.00981
2459543.5077778 0.57346 0.00941 1.18031 0.00968 0.72370 0.01030 0.12707 0.01169 1.25529 0.01002 0.79869 0.01062 0.20205 0.01197 0.95554 0.00882 0.49893 0.00950 -0.09770 0.01099 0.01528 0.00659 -0.44132 0.00748 -1.03796 0.00929 -0.45660 0.00744 -1.05324 0.00927 -0.59664 0.00992
2459543.5085417 0.57835 0.00947 1.18490 0.00974 0.72839 0.01035 0.12472 0.01173 1.25039 0.00995 0.79388 0.01055 0.19021 0.01190 0.95638 0.00886 0.49987 0.00953 -0.10380 0.01100 0.01598 0.00659 -0.44054 0.00747 -1.04421 0.00928 -0.45652 0.00745 -1.06018 0.00926 -0.60367 0.00990
2459543.5093056 0.57369 0.00946 1.18102 0.00972 0.72576 0.01032 0.12431 0.01170 1.25291 0.01001 0.79764 0.01060 0.19620 0.01194 0.95278 0.00889 0.49752 0.00954 -0.10392 0.01102 0.01804 0.00661 -0.43722 0.00746 -1.03867 0.00928 -0.45526 0.00743 -1.05671 0.00925 -0.60144 0.00988
2459543.5100694 0.57993 0.00939 1.19635 0.00965 0.73565 0.01027 0.13316 0.01164 1.26257 0.00997 0.80186 0.01057 0.19937 0.01191 0.96449 0.00882 0.50378 0.00950 -0.09871 0.01097 0.02586 0.00656 -0.43484 0.00744 -1.03734 0.00925 -0.46070 0.00740 -1.06320 0.00921 -0.60249 0.00986
2459543.5108218 0.57685 0.00946 1.19102 0.00972 0.72727 0.01035 0.12508 0.01172 1.25573 0.00997 0.79198 0.01058 0.18979 0.01192 0.96422 0.00890 0.50047 0.00957 -0.10172 0.01104 0.02423 0.00661 -0.43952 0.00749 -1.04171 0.00930 -0.46375 0.00745 -1.06594 0.00926 -0.60219 0.00992
2459543.5115741 0.57629 0.00952 1.17793 0.00979 0.72726 0.01041 0.12610 0.01178 1.25122 0.01002 0.80055 0.01063 0.19939 0.01197 0.95394 0.00890 0.50327 0.00957 -0.09788 0.01105 0.00819 0.00663 -0.44249 0.00751 -1.04364 0.00932 -0.45068 0.00750 -1.05183 0.00930 -0.60115 0.00995
2459543.5123380 0.58164 0.00952 1.20086 0.00977 0.74027 0.01038 0.13243 0.01175 1.25921 0.01000 0.79862 0.01061 0.19078 0.01195 0.97372 0.00893 0.51314 0.00960 -0.09471 0.01107 0.02793 0.00660 -0.43266 0.00749 -1.04050 0.00929 -0.46059 0.00743 -1.06843 0.00925 -0.60784 0.00990
2459543.5130903 0.57048 0.00948 1.18249 0.00974 0.72532 0.01037 0.12059 0.01178 1.25110 0.00997 0.79394 0.01059 0.18920 0.01197 0.96322 0.00887 0.50605 0.00955 -0.09869 0.01106 0.02238 0.00661 -0.43478 0.00750 -1.03952 0.00935 -0.45717 0.00746 -1.06190 0.00931 -0.60474 0.00997
2459543.5138542 0.58104 0.00948 1.19204 0.00974 0.72985 0.01037 0.12946 0.01170 1.24817 0.00994 0.78599 0.01055 0.18559 0.01187 0.95888 0.00881 0.49669 0.00949 -0.10370 0.01094 0.02340 0.00657 -0.43879 0.00747 -1.03919 0.00924 -0.46219 0.00744 -1.06258 0.00921 -0.60040 0.00987
2459543.5146181 0.56800 0.00937 1.18118 0.00963 0.72679 0.01024 0.12860 0.01157 1.25278 0.00989 0.79839 0.01049 0.20020 0.01179 0.96571 0.00883 0.51132 0.00949 -0.08687 0.01092 0.02283 0.00656 -0.43155 0.00743 -1.02974 0.00918 -0.45438 0.00739 -1.05257 0.00915 -0.59819 0.00979
2459543.5153819 0.56791 0.00933 1.17220 0.00960 0.71619 0.01022 0.11766 0.01157 1.25190 0.00992 0.79589 0.01052 0.19736 0.01183 0.94820 0.00874 0.49220 0.00942 -0.10633 0.01086 0.01500 0.00654 -0.44101 0.00743 -1.03954 0.00919 -0.45601 0.00740 -1.05454 0.00917 -0.59853 0.00982
2459543.5161343 0.57653 0.00933 1.18571 0.00960 0.72037 0.01021 0.12049 0.01161 1.24213 0.00985 0.77680 0.01045 0.17692 0.01182 0.96078 0.00876 0.49544 0.00942 -0.10444 0.01092 0.02137 0.00653 -0.44397 0.00740 -1.04385 0.00923 -0.46534 0.00737 -1.06522 0.00921 -0.59988 0.00985
2459543.5168981 0.57980 0.00937 1.18455 0.00964 0.73208 0.01023 0.13444 0.01155 1.24960 0.00983 0.79713 0.01041 0.19949 0.01171 0.95657 0.00874 0.50410 0.00939 -0.09354 0.01081 0.01301 0.00652 -0.43947 0.00736 -1.03711 0.00911 -0.45248 0.00734 -1.05012 0.00909 -0.59764 0.00971
2459543.5176620 0.57278 0.00933 1.18240 0.00960 0.71852 0.01023 0.12798 0.01153 1.24908 0.00984 0.78521 0.01045 0.19467 0.01173 0.95874 0.00875 0.49486 0.00944 -0.09568 0.01084 0.02074 0.00653 -0.44313 0.00742 -1.03367 0.00914 -0.46388 0.00739 -1.05442 0.00911 -0.59054 0.00977
2459543.5184144 0.57049 0.00933 1.17769 0.00959 0.72536 0.01021 0.11166 0.01163 1.24976 0.00989 0.79742 0.01049 0.18372 0.01187 0.95771 0.00875 0.50538 0.00942 -0.10833 0.01094 0.01676 0.00654 -0.43557 0.00741 -1.04927 0.00927 -0.45234 0.00737 -1.06604 0.00923 -0.61370 0.00987
2459543.5191782 0.56888 0.00935 1.18125 0.00961 0.72112 0.01023 0.10788 0.01165 1.24248 0.00990 0.78235 0.01050 0.16911 0.01189 0.97099 0.00886 0.51086 0.00953 -0.10238 0.01104 0.02254 0.00657 -0.43758 0.00745 -1.05082 0.00930 -0.46013 0.00741 -1.07337 0.00927 -0.61324 0.00991
2459543.5199421 0.57371 0.00940 1.18565 0.00966 0.72259 0.01026 0.13053 0.01164 1.25579 0.00995 0.79273 0.01054 0.20067 0.01188 0.95811 0.00881 0.49504 0.00947 -0.09702 0.01094 0.02291 0.00658 -0.44015 0.00744 -1.03222 0.00924 -0.46306 0.00740 -1.05512 0.00921 -0.59206 0.00984
2459543.5207060 0.56847 0.00935 1.17534 0.00962 0.71502 0.01024 0.12013 0.01161 1.25119 0.00993 0.79087 0.01053 0.19598 0.01187 0.96829 0.00885 0.50798 0.00952 -0.08692 0.01098 0.01130 0.00656 -0.44901 0.00744 -1.04391 0.00923 -0.46032 0.00741 -1.05521 0.00922 -0.59490 0.00986
2459543.5214583 0.57989 0.00940 1.18033 0.00968 0.73151 0.01028 0.12048 0.01164 1.24110 0.00986 0.79228 0.01045 0.18125 0.01179 0.94871 0.00879 0.49990 0.00944 -0.11113 0.01091 0.01153 0.00657 -0.43728 0.00742 -1.04831 0.00921 -0.44882 0.00740 -1.05984 0.00919 -0.61103 0.00982
2459543.5229051 0.57437 0.00942 1.17488 0.00969 0.72463 0.01030 0.12917 0.01167 1.24743 0.00996 0.79717 0.01056 0.20172 0.01189 0.95504 0.00882 0.50479 0.00949 -0.09067 0.01095 0.00698 0.00657 -0.44327 0.00744 -1.03873 0.00923 -0.45025 0.00743 -1.04571 0.00923 -0.59546 0.00986
2459543.5236690 0.56966 0.00944 1.18770 0.00969 0.72769 0.01030 0.12064 0.01167 1.25659 0.01002 0.79658 0.01061 0.18953 0.01194 0.97181 0.00882 0.51179 0.00948 -0.09526 0.01095 0.02751 0.00659 -0.43250 0.00745 -1.03955 0.00925 -0.46001 0.00739 -1.06706 0.00920 -0.60705 0.00984
2459543.5244213 0.56760 0.00938 1.17227 0.00965 0.71800 0.01027 0.10980 0.01166 1.24915 0.00988 0.79488 0.01048 0.18668 0.01185 0.95342 0.00877 0.49915 0.00944 -0.10905 0.01095 0.01435 0.00655 -0.43993 0.00742 -1.04812 0.00926 -0.45428 0.00740 -1.06247 0.00924 -0.60819 0.00988
2459543.5251852 0.56442 0.00931 1.16842 0.00959 0.71544 0.01020 0.11030 0.01156 1.23549 0.00986 0.78251 0.01046 0.17737 0.01180 0.95075 0.00877 0.49777 0.00944 -0.10737 0.01090 0.01873 0.00656 -0.43426 0.00743 -1.03940 0.00921 -0.45298 0.00739 -1.05812 0.00918 -0.60514 0.00982
2459543.5259491 0.57206 0.00936 1.17824 0.00963 0.72011 0.01026 0.12012 0.01165 1.24816 0.00988 0.79003 0.01049 0.19004 0.01186 0.95363 0.00879 0.49550 0.00946 -0.10449 0.01096 0.01720 0.00655 -0.44093 0.00744 -1.04092 0.00926 -0.45813 0.00742 -1.05812 0.00925 -0.59999 0.00989
2459543.5267130 0.56146 0.00935 1.17018 0.00962 0.71258 0.01025 0.11060 0.01163 1.24723 0.00993 0.78963 0.01054 0.18765 0.01189 0.96365 0.00886 0.50605 0.00954 -0.09593 0.01101 0.01772 0.00657 -0.43988 0.00746 -1.04186 0.00928 -0.45760 0.00743 -1.05958 0.00925 -0.60198 0.00990
2459543.5274653 0.56296 0.00935 1.17083 0.00962 0.70843 0.01025 0.11556 0.01161 1.24765 0.00994 0.78525 0.01055 0.19238 0.01188 0.96072 0.00891 0.49832 0.00959 -0.09455 0.01103 0.01732 0.00659 -0.44507 0.00748 -1.03794 0.00925 -0.46240 0.00745 -1.05527 0.00923 -0.59287 0.00989
2459543.5282292 0.55928 0.00935 1.17564 0.00962 0.71035 0.01025 0.11597 0.01160 1.25194 0.00984 0.78664 0.01045 0.19226 0.01178 0.96809 0.00884 0.50279 0.00952 -0.09159 0.01096 0.02765 0.00657 -0.43765 0.00746 -1.03203 0.00922 -0.46529 0.00742 -1.05968 0.00919 -0.59438 0.00985
2459543.5289931 0.57099 0.00944 1.17091 0.00970 0.72066 0.01031 0.12117 0.01170 1.24825 0.01008 0.79801 0.01067 0.19851 0.01202 0.94631 0.00888 0.49606 0.00954 -0.10343 0.01102 0.00935 0.00661 -0.44090 0.00748 -1.04039 0.00930 -0.45025 0.00745 -1.04974 0.00928 -0.59949 0.00991
2459543.5297454 0.56743 0.00946 1.17331 0.00972 0.71649 0.01035 0.11363 0.01176 1.25260 0.01007 0.79578 0.01068 0.19292 0.01205 0.95812 0.00890 0.50129 0.00959 -0.10156 0.01110 0.01337 0.00662 -0.44345 0.00752 -1.04631 0.00936 -0.45682 0.00749 -1.05968 0.00934 -0.60286 0.01000
2459543.5305208 0.55872 0.00948 1.16739 0.00974 0.70472 0.01038 0.10890 0.01177 1.24998 0.01004 0.78731 0.01065 0.19149 0.01201 0.95755 0.00895 0.49488 0.00963 -0.10094 0.01112 0.01930 0.00664 -0.44336 0.00754 -1.03919 0.00936 -0.46267 0.00751 -1.05849 0.00934 -0.59582 0.01000
2459543.5312731 0.56215 0.00942 1.17463 0.00968 0.70841 0.01034 0.10545 0.01174 1.25346 0.01001 0.78723 0.01065 0.18428 0.01202 0.96420 0.00890 0.49798 0.00961 -0.10498 0.01111 0.02203 0.00661 -0.44419 0.00754 -1.04715 0.00937 -0.46622 0.00750 -1.06918 0.00933 -0.60296 0.01001
2459543.5320370 0.55836 0.00948 1.17435 0.00974 0.71599 0.01038 0.11740 0.01175 1.25258 0.01013 0.79422 0.01074 0.19564 0.01208 0.97748 0.00898 0.51912 0.00967 -0.07946 0.01113 0.02286 0.00666 -0.43550 0.00756 -1.03408 0.00936 -0.45836 0.00752 -1.05694 0.00933 -0.59858 0.00999
2459543.5327894 0.55504 0.00955 1.15985 0.00982 0.70222 0.01045 0.09531 0.01186 1.24793 0.01009 0.79030 0.01071 0.18339 0.01209 0.94924 0.00898 0.49161 0.00967 -0.11530 0.01117 0.01675 0.00670 -0.44088 0.00759 -1.04779 0.00944 -0.45764 0.00756 -1.06454 0.00941 -0.60691 0.01007
2459543.5335648 0.55462 0.00956 1.16637 0.00981 0.69566 0.01048 0.10859 0.01185 1.24302 0.01009 0.77231 0.01073 0.18524 0.01208 0.97140 0.00903 0.50069 0.00975 -0.08638 0.01121 0.02111 0.00668 -0.44960 0.00763 -1.03667 0.00943 -0.47071 0.00758 -1.05778 0.00939 -0.58707 0.01008
2459543.5343287 0.55245 0.00945 1.15550 0.00972 0.69633 0.01036 0.09049 0.01173 1.25016 0.01012 0.79099 0.01073 0.18515 0.01206 0.94914 0.00891 0.48997 0.00961 -0.11587 0.01107 0.01300 0.00665 -0.44617 0.00756 -1.05201 0.00935 -0.45917 0.00753 -1.06501 0.00933 -0.60584 0.01000
2459543.5350926 0.55048 0.00942 1.15820 0.00967 0.70096 0.01030 0.10126 0.01170 1.24731 0.01008 0.79007 0.01068 0.19037 0.01204 0.96241 0.00895 0.50517 0.00963 -0.09453 0.01111 0.01647 0.00662 -0.44077 0.00751 -1.04047 0.00934 -0.45723 0.00748 -1.05694 0.00932 -0.59971 0.00997
2459543.5358565 0.55809 0.00938 1.16357 0.00965 0.70753 0.01028 0.10138 0.01171 1.24218 0.00999 0.78614 0.01059 0.17999 0.01199 0.95476 0.00887 0.49872 0.00955 -0.10743 0.01108 0.01743 0.00661 -0.43860 0.00750 -1.04475 0.00936 -0.45603 0.00747 -1.06219 0.00934 -0.60615 0.00999
2459543.5366204 0.54261 0.00943 1.15315 0.00969 0.69116 0.01034 0.09866 0.01171 1.24301 0.01009 0.78103 0.01071 0.18853 0.01204 0.96345 0.00893 0.50146 0.00963 -0.09103 0.01109 0.02234 0.00664 -0.43965 0.00755 -1.03214 0.00934 -0.46199 0.00751 -1.05448 0.00931 -0.59250 0.00998
2459543.5373843 0.55638 0.00950 1.16291 0.00977 0.70503 0.01041 0.09647 0.01182 1.25275 0.01009 0.79488 0.01071 0.18631 0.01209 0.95957 0.00897 0.50170 0.00966 -0.10686 0.01116 0.01384 0.00664 -0.44403 0.00754 -1.05260 0.00940 -0.45787 0.00753 -1.06644 0.00938 -0.60857 0.01004
2459543.5381366 0.55481 0.00959 1.15881 0.00985 0.70511 0.01047 0.09936 0.01191 1.23980 0.01017 0.78611 0.01077 0.18036 0.01218 0.95404 0.00902 0.50035 0.00970 -0.10540 0.01124 0.01592 0.00671 -0.43777 0.00759 -1.04352 0.00948 -0.45369 0.00756 -1.05944 0.00946 -0.60575 0.01010
2459543.5389005 0.53132 0.00949 1.13803 0.00976 0.68301 0.01041 0.07444 0.01188 1.24673 0.01018 0.79171 0.01081 0.18315 0.01223 0.95622 0.00903 0.50120 0.00972 -0.10737 0.01129 0.01749 0.00673 -0.43753 0.00764 -1.04609 0.00955 -0.45502 0.00760 -1.06359 0.00952 -0.60857 0.01018
2459543.5396644 0.53477 0.00959 1.14578 0.00985 0.68382 0.01049 0.08213 0.01192 1.25518 0.01024 0.79322 0.01086 0.19153 0.01224 0.95831 0.00904 0.49635 0.00974 -0.10534 0.01126 0.02139 0.00671 -0.44057 0.00762 -1.04226 0.00949 -0.46196 0.00759 -1.06365 0.00946 -0.60169 0.01013
2459543.5404167 0.53922 0.00941 1.14985 0.00967 0.68594 0.01032 0.07482 0.01177 1.24678 0.01010 0.78288 0.01073 0.17175 0.01214 0.95826 0.00898 0.49435 0.00968 -0.11677 0.01122 0.02345 0.00666 -0.44046 0.00758 -1.05158 0.00946 -0.46391 0.00753 -1.07503 0.00943 -0.61112 0.01009
2459543.5411806 0.53223 0.00948 1.14406 0.00974 0.68726 0.01039 0.07711 0.01183 1.25359 0.01018 0.79679 0.01080 0.18664 0.01218 0.95674 0.00900 0.49995 0.00969 -0.11020 0.01122 0.02400 0.00671 -0.43279 0.00762 -1.04295 0.00949 -0.45679 0.00757 -1.06695 0.00945 -0.61015 0.01011
2459543.5419329 0.53843 0.00947 1.15179 0.00973 0.69526 0.01036 0.10581 0.01176 1.25127 0.01016 0.79475 0.01076 0.20529 0.01211 0.96836 0.00905 0.51183 0.00972 -0.07763 0.01120 0.02253 0.00672 -0.43399 0.00760 -1.02345 0.00941 -0.45653 0.00756 -1.04598 0.00938 -0.58946 0.01003
2459543.5426968 0.53312 0.00942 1.14518 0.00968 0.67922 0.01034 0.07296 0.01177 1.25355 0.01013 0.78759 0.01076 0.18132 0.01214 0.97194 0.00903 0.50598 0.00973 -0.10029 0.01124 0.01803 0.00667 -0.44792 0.00760 -1.05419 0.00945 -0.46596 0.00756 -1.07222 0.00942 -0.60627 0.01010
2459543.5441319 0.52789 0.00934 1.13538 0.00961 0.67554 0.01025 0.07441 0.01169 1.24654 0.01003 0.78670 0.01066 0.18557 0.01204 0.95321 0.00891 0.49337 0.00961 -0.10776 0.01112 0.02019 0.00664 -0.43965 0.00755 -1.04078 0.00940 -0.45984 0.00750 -1.06097 0.00936 -0.60113 0.01002
2459543.5448958 0.54296 0.00946 1.14493 0.00973 0.68949 0.01035 0.09099 0.01173 1.23997 0.01015 0.78453 0.01075 0.18603 0.01208 0.95031 0.00892 0.49487 0.00959 -0.10363 0.01106 0.01391 0.00665 -0.44153 0.00754 -1.04003 0.00933 -0.45544 0.00751 -1.05394 0.00931 -0.59850 0.00996
2459543.5456597 0.53214 0.00953 1.14002 0.00979 0.68197 0.01046 0.08662 0.01185 1.25010 0.01030 0.79206 0.01094 0.19670 0.01228 0.95535 0.00906 0.49730 0.00979 -0.09805 0.01126 0.01881 0.00673 -0.43923 0.00768 -1.03459 0.00948 -0.45805 0.00765 -1.05340 0.00946 -0.59535 0.01015
2459543.5464236 0.52366 0.00934 1.13264 0.00961 0.67459 0.01026 0.07146 0.01167 1.24277 0.01007 0.78472 0.01069 0.18159 0.01205 0.96545 0.00898 0.50740 0.00967 -0.09573 0.01116 0.01885 0.00666 -0.43920 0.00757 -1.04233 0.00939 -0.45805 0.00753 -1.06118 0.00936 -0.60313 0.01003
2459543.5471875 0.52853 0.00941 1.13027 0.00967 0.67722 0.01032 0.08262 0.01168 1.24108 0.01016 0.78803 0.01078 0.19342 0.01208 0.96004 0.00898 0.50699 0.00968 -0.08761 0.01111 0.00907 0.00667 -0.44398 0.00758 -1.03859 0.00935 -0.45305 0.00756 -1.04766 0.00933 -0.59461 0.01000
2459543.5479398 0.51358 0.00942 1.13330 0.00967 0.66827 0.01033 0.06426 0.01180 1.26450 0.01027 0.79947 0.01089 0.19546 0.01229 0.97083 0.00909 0.50581 0.00979 -0.09821 0.01133 0.02830 0.00671 -0.43672 0.00763 -1.04074 0.00953 -0.46503 0.00758 -1.06904 0.00949 -0.60402 0.01016
2459543.5487037 0.52001 0.00953 1.12559 0.00979 0.66472 0.01045 0.06407 0.01191 1.25012 0.01029 0.78926 0.01092 0.18860 0.01233 0.95575 0.00910 0.49489 0.00981 -0.10577 0.01136 0.01463 0.00674 -0.44623 0.00767 -1.04689 0.00957 -0.46086 0.00764 -1.06152 0.00954 -0.60066 0.01022
2459543.5494676 0.51342 0.00933 1.12453 0.00959 0.66182 0.01024 0.05795 0.01169 1.25595 0.01009 0.79324 0.01071 0.18936 0.01210 0.96364 0.00904 0.50092 0.00973 -0.10295 0.01124 0.01909 0.00666 -0.44363 0.00757 -1.04750 0.00944 -0.46271 0.00754 -1.06659 0.00941 -0.60388 0.01008
2459543.5502315 0.51848 0.00957 1.12800 0.00983 0.67755 0.01047 0.06467 0.01193 1.25207 0.01036 0.80161 0.01097 0.18873 0.01237 0.96377 0.00914 0.51331 0.00982 -0.09956 0.01137 0.01751 0.00678 -0.43295 0.00768 -1.04583 0.00958 -0.45046 0.00764 -1.06334 0.00955 -0.61288 0.01021
2459543.5509838 0.51314 0.00940 1.12732 0.00965 0.66329 0.01031 0.05615 0.01181 1.26142 0.01024 0.79738 0.01087 0.19025 0.01230 0.96373 0.00904 0.49969 0.00975 -0.10744 0.01132 0.02264 0.00669 -0.44140 0.00761 -1.04854 0.00955 -0.46404 0.00757 -1.07117 0.00951 -0.60714 0.01018
2459543.5517477 0.51955 0.00941 1.12974 0.00967 0.67056 0.01032 0.07329 0.01176 1.25535 0.01025 0.79617 0.01087 0.19890 0.01225 0.95875 0.00908 0.49957 0.00977 -0.09770 0.01128 0.01973 0.00671 -0.43945 0.00761 -1.03672 0.00948 -0.45918 0.00757 -1.05645 0.00945 -0.59727 0.01011
2459543.5525116 0.50767 0.00938 1.11300 0.00965 0.66405 0.01029 0.04336 0.01183 1.24602 0.01020 0.79707 0.01081 0.17638 0.01229 0.95154 0.00905 0.50259 0.00973 -0.11810 0.01135 0.01729 0.00670 -0.43166 0.00761 -1.05235 0.00958 -0.44895 0.00757 -1.06964 0.00956 -0.62069 0.01021
2459543.5532755 0.51378 0.00951 1.11225 0.00977 0.65784 0.01043 0.06458 0.01185 1.24886 0.01040 0.79445 0.01102 0.20120 0.01237 0.95313 0.00919 0.49872 0.00989 -0.09453 0.01137 0.00377 0.00677 -0.45064 0.00769 -1.04390 0.00953 -0.45441 0.00768 -1.04767 0.00952 -0.59325 0.01020
